metal,linker
Ce,"4-(4-carboxyphenyl)-1,2,4-triazole"
Ce,4-(aminomethyl)benzoic acid
Ce,4-(imidazol-1-yl)-benzoic acid
Ce,4-(trifluoromethyl)phthalic acid
Ce,"4-amino-1,2,4-triazole"
Ce,4-phosphonoethanesulfonic acid
Ce,4-pyridinecarboxaldehyde
Ce,"40-(4-pyridyl)-4,20:60,400-terpyridine"
Ce,"4′-(4-(3,5-dicarboxylphenoxy)phenyl)-4,2′:6′,4″-terpyridine"
Ce,"4′-(4-methoxyphenyl)-4,2′:6′,4″-terpyridine"
Ce,"4′-carboxy-4,2′:6′,4″-terpyridine"
Ce,"4′-nitro-[1,1′-biphenyl]-3,5-dicarboxylic acid"
Ce,"5,10,15,20-tetra(4-pyridyl)porphyrin"
Ce,"5,10,15,20-tetrakis(3,4,5-trihydroxyphenyl)porphyrin"
Ce,"5,5'-(1,4-phenylenebis(methoxy))diisophthalic acid"
Ce,"5,5'-(biphenyl-4,4'-diylbis(methylene))bis(oxy)diisophthalic acid"
Ce,"5,5'-(pentane-1,2-diyl)-bis(oxy)diisophthalic acid"
Ce,"5,5'-methylenediisophthalic acid"
Ce,"5,5′-(1,4/1,3-phenylenebis(methoxy))diisophthalic acid"
Ce,"5,5′-(ethene-1,2-diyl)diisophthalic acid"
Ce,"5,5′-(pentane-1,4-diylbis(oxy))diisophthalic acid"
Ce,"5,5′-(pyridine-2,5-diyl)diisophthalic acid"
Ce,"5,6-dimethylbenzimidazole"
Ce,5-(((1H-imidazol-2-yl)methyl)amino)isophthalic acid
Ce,5-(2-carboxylphenoxy)isophthalic acid
Ce,"5-(3,5)-(dicarboxybenzyloxy)isophthalic acid"
Ce,5-(4-carboxy-phenoxy)-isophthalic acid
Ce,5-(benzimidazole-1-yl)isophthalic acid
Ce,5-(imidazol-1-yl)-N′-(pyridin-4-ylmethylene) nicotinohydrazide
Ce,5-(phosphonomethyl)isophthalic acid
Ce,5-(tert-butyl)isophthalic acid
Ce,5-azidoisophthalic acid
Ce,5-bromosalicylic acid
Ce,5-hydroxynicotinic acid
Ce,5-nitro-isophthalic acid
Ce,"5’-(4,5-Bis(4-carboxyphenyl)-1H-imidazol-2-yl)-[1,1’:3’,1’’-terphenyl]-4,4’’-dicarboxylic acid"
Ce,"5′-nitro-[1,1′:3′,1′′-terphenyl]-4,4′′-dicarboxylic acid"
Ce,6-(4-pyridyl)-terephthalic acid
Ce,6-nitrobenzimidazole
Ce,BenzeneDiSulfonic Acid
Ce,"Bicyclo[1.1.1]pentane-1,3-dicarboxylic acid"
Ce,"H3L1 (4,4′,4″-((benzene-1,3,5-tricarbonyl)tris(azanediyl))tribenzoic acid)"
Ce,KHClCNAn
Ce,L-glutamic acid
Ce,"N',N'-bis[1-(pyridin-3-yl)methylidene]benzil dihydrazone"
Ce,"N',N'-bis[1-(pyridin-4-yl)methylidene]benzil dihydrazone"
Ce,"N,N,N′,N′-tetra(2-pyridyl)biphenyl-4,4′-diamine"
Ce,"N,N′-bis(3-pyridinecarboxamide)-1,6-hexane"
Ce,"N,N′-bis(4-carboxyphenyl)urea"
Ce,"N,N′-di(3-pyridyl)suberoamide"
Ce,"N-(pyridin-4-yl)-4-(pyridin-4-yl)-1,8-naphthalimide"
Ce,"N1,N3-di(pyridin-3-yl)isophthalamide"
Ce,NiL
Ce,"Poly-2,5-bis(pent-4-en-1-yloxy)terephthalic acid"
Ce,"R,S-hydroxyphosphonoacetic acid"
Ce,SinMe2n-(C6H4CO2H)2
Ce,alkane dioic acid
Ce,aminoterephthalic acid
Ce,"benzene-1,2-dicarboxylic acid"
Ce,"benzene-1,3,5-tribenzoate"
Ce,"benzene-1,4-dicarboxylate"
Ce,"benzo[d][1,3]dioxole-4,7-dicarboxylic acid"
Ce,"benzothiadiazolyl-substituted 4,4′-[1,4-phenylene-bis(ethyne-2,1-diyl)]-dibenzoic acid"
Ce,"biphenyl-2,4,6,3’,5’-pentacarboxylic acid"
Ce,"biphenyl-2,4′-dicarboxylic acid"
Ce,"biphenyl-3,3′,5-tricarboxylic acid"
Ce,bis(2-hydroxyethyl) terephthalate
Ce,bis(4-pyridyl)acetylene
Ce,bis(4-pyridylformyl)piperazine
Ce,bis(N-imidazolyl)methane
Ce,chelidamic acid
Ce,dibenzobarrelene-based dicarboxylic acid
Ce,"diisopropyl 3,5-dicarboxylphenylphosphonate"
Ce,"disodium 2,5-dihydroxyterephthalate"
Ce,gamma-cyclodextrin
Ce,mellitic acid
Ce,monosodium 2-sulfoterephthalate
Ce,"naphthalene-2,6-diylbis(phosphonic acid)"
Ce,ortho-phenylenediacetic acid
Ce,phosphoserine
Ce,potassium oxalate monohydrate
Ce,"pyrazine-2,5-dicarboxylic acid"
Ce,"pyrazine-2,6-dicarboxylic acid"
Ce,"pyrazino[2,3-f][1,10]-phenanthroline"
Ce,"pyridine-2-yl-1H-imidazole-4,5-dicarboxylic acid"
Ce,"pyridine-3,5-dicarboxylate"
Ce,"pyridyl-2,5-dicarboxylic acid N-oxide"
Ce,sodium (S)-2-(1H-imidazole1-yl) propionate
Ce,sodium 5-sulfoisophthalate
Ce,sodium azide
Ce,"terphenyl-2,5,2’,5’-tetracarboxylic acid"
Ce,tetrabromoterephthalic acid
Ce,tetrakis[4-(1-imidazolyl)phenyl]methane
Ce,"trans-2,2′-[cyclohexane-1,4-diylbis(azanediyl)]bis(2-oxoacetic acid)"
Ce,triphosphaazatriangulene
Ce,tris(2-carboxyethyl)isocyanurate
Ce,tris(p-carboxyl-biphenyl)phosphine oxide
Ce,"α,α′-p-xylylenebis(1-(4-pyridylmethylene)-piper-4-azine)"
Ce,"(2,5-dimethyl-1,4-phenylene)bis(phosphonic acid)"
Ce,"(4,4′-anthracene-9,10-diylbis(ethyne-2,1-diyl))dibenzoic acid"
Ce,(4-pyridyl)tetrazole
Ce,"(5,15-dipyridyl-10,20-bis(pentafluorophenyl))porphyrinato manganese(III) chloride (L2-Mn(Cl))"
Ce,"(R,R)-(−)-1,2-cyclohexanediamino-N,N′-bis(3-tert-butyl-5-(4-pyridyl)salicylidene)zinc(II)"
Ce,"(S)-2-(1,8-naphthalimido)-3-(4-imidazole)propanoate"
Ce,"(S,S)-H4L"
Ce,"1,1'-(1,5-pentanediyl)bis-1H-benzimidazole"
Ce,"1,1'-methylenebis(1H-pyrazole-4-carboxylic acid)"
Ce,"1,1,2,2-Tetrakis[4-(4-carboxyphenyl)-1H-pyrazol-1-yl]ethane"
Ce,"1,1,2,2-tetrakis(4-(1H-imidazol-1-yl)phenyl)ethane"
Ce,"1,1,2,2-tetrakis(4-pyridylphenyl)ethylene"
Ce,"1,10,100-(2,4,6-trimethylbenzene-1,3,5-triyl(methylene))-tris(pyridine-4-carboxylic acid)"
Ce,"1,1′,1″-(1,3,5-triazine-2,4,6-triyl)-tripiperidine-4-carboxylic acid"
Ce,"1,1′-(1,6-hexanediyl)bis(imidazole)"
Ce,"1,1′-(5-methyl-1,3-phenylene)bis(1H-imidazole)"
Ce,"1,1′-biphenyl-2,2′,6,6′-tetracarboxylic acid"
Ce,"1,2,3,5-benzenetetracarboxylic acid"
Ce,"1,2,4,5-benzenetetracarboxylate"
Ce,"1,2,4-benzene tricarboxylic acid"
Ce,"1,2-bis(1,2,4-triazol-4-yl)ethane"
Ce,"1,2-bis(4-pyridyl)-ethane"
Ce,"1,2-bis(imidazol-1-yl)ethane"
Ce,"1,2-bis(imidazol-1′-yl)ethane"
Ce,"1,2-bis[(pyridin-4-ylthio)methyl]benzene"
Ce,"1,2-bis[3-(4H-1,2,4-triazol-4-yl)phenoxy]ethane"
Ce,"1,3,5-(triscarboxyphenyl)benzene"
Ce,"1,3,5-tri(imidazo-1-ylmethyl)-2,4,6-trimethylbenzene"
Ce,"1,3,5-triamino-2,4,6-benzenetriol"
Ce,"1,3,5-triaza-7-phosphaadamantane"
Ce,"1,3,5-trifluoro-2,4,6-tris(4-carboxy-phenyl)benzene"
Ce,"1,3,5-tris(1H-imidazol-1-yl)benzene"
Ce,"1,3,5-tris(2H-tetrazol-5-yl)benzene hydrochloride"
Ce,"1,3,5-tris(4-phosphonophenyl)benzene"
Ce,"1,3,5-tris[2,6-dimethyl-4-(α-carboxy)methoxyphenyl]benzene"
Ce,"1,3-Bis(1,2,4-triazol-1-yl)propane"
Ce,"1,3-bis(2-methylimidazol-1-ylmethyl)benzene"
Ce,"1,3-bis(carboxymethyl)imidazole"
Ce,"1,3-bis(carboxymethyl)imidazolium bromide"
Ce,"1,3-bis(imidazol)propane"
Ce,"1,3-bis(imidazol-1-yl)propane"
Ce,"1,3-bis(pyridin-4-ylmethyl)urea"
Ce,"1,3-bis[2-(4-pyridyl)ethenyl]benzene"
Ce,"1,3-di(4′-carboxyl-phenyl)benzene acid"
Ce,"1,4,5,8-naphthalenetetracarboxylic acid"
Ce,"1,4-benzene dicarboxylate acid"
Ce,"1,4-benzenebis(thioacetic acid)"
Ce,"1,4-bis((1H-1,2,4-triazol-1-yl)methyl)benzene"
Ce,"1,4-bis(1,2,4-triazol-4-yl)benzene"
Ce,"1,4-bis(2-methyl-imidazol-1-yl)butane"
Ce,"1,4-bis(2-pyridylaminomethyl)benzene"
Ce,"1,4-bis(3,5-bis(trifluoromethyl)-1H-pyrazole-4-yl)benzene"
Ce,"1,4-bis(4-pyridylethynyl)benzene"
Ce,"1,4-bis(imidazol-1-yl)terephthalic acid"
Ce,"1,4-bis(pyridin-4-ylmethoxy)benzene"
Ce,"1,4-bis(pyridinil-3-carboxylato)-1,4-dimethyl-benzene"
Ce,"1,4-di(1H-imidazol-1-yl)butane"
Ce,"1,4-di(imidazol-1-yl)naphthalene"
Ce,"1,4-naphthalene dicarboxylic acid"
Ce,"1,4-terephthalic acid"
Ce,"1,5-naphthalenedisulfonic acid"
Ce,"1,5-pentylenediphosphonic acid"
Ce,"1,6-bis(imidazol-1-yl)-hexane"
Ce,1-(4-Cyano-phenyl)-piperidine-4-carboxylic acid ethyl ester
Ce,"1-(4-aminobenzyl)-1,2,4-triazole"
Ce,"1-(pyridin-4-ylthio)benzene-2,4-dioic acid"
Ce,"1-hydroxyethane 1,1-diphosphonic acid"
Ce,"1-imidazol-1-yl-3-(1,2,4-triazol-4-yl)propane"
Ce,1-oxidopyridin-1-ium-4ylaminocarbonyl
Ce,"1H-3,5-bis(3-pyridyl)-1,2,4-triazole"
Ce,"1H-3-(3-pyridyl)-5-(4-pyridyl)-1,2,4-triazole"
Ce,1H-benzotriazole
Ce,1H-tetrazolate-5-ethyl acetate
Ce,1H-tetrazole-5-acetic acid
Ce,"2,2'-azodibenzoic acid"
Ce,"2,2'-bis(4-pyridylmethyleneoxy)-1,1'-biphenylene"
Ce,"2,2'-dihydroxyl-[1,1']-binaphthalene-3,3'-dicarboxylic acid"
Ce,"2,2’-bipyridine-5,5’-dicarboxylic acid"
Ce,"2,2′,3,3′-thiodiphthalic dianhydride"
Ce,"2,2′-(pyridine-2,6-diyl)diterephthalic acid"
Ce,"2,2′-biphenyldicarboxylic acid"
Ce,"2,2′-dinitro-4,4′-biphenyldicarboxyl acid"
Ce,"2,2′:6′,2′′-terpyridine"
Ce,"2,2″-dimethyl-[1,1′:4′,1″-terphenyl]-4,4″-dicarboxylic acid"
Ce,"2,3,5,6-tetramethylterephthalic acid"
Ce,"2,3,6,7,10,11-hexaaminotriphenylene"
Ce,"2,3-Pyrazinedicarboxylic acid"
Ce,"2,3-dimethylpyrazine"
Ce,"2,3’,4,5’-biphenyltetracarboxylic acid"
Ce,"2,4,5-tri(4-pyridyl)-imidazole"
Ce,"2,4-dibenzoylisophthalic acid"
Ce,"2,5-bis(1-imidazoly)pyridine"
Ce,"2,5-bis(1H-1,2,4-triazol-1-yl) terephthalic acid"
Ce,"2,5-bis(4-aminophenyl)-1,3,4-oxadiazole"
Ce,"2,5-bis-(3-pyridyl)-3,4-diaza-2,4-hexadiene"
Ce,"2,5-dicarboxyterephthalic acid"
Ce,"2,5-difluorobenzene-1,4-dicarboxylic acid"
Ce,"2,5-dihydroxy-1,4-benzenediacetic acid"
Ce,"2,5-dihydroxy-terephthalic acid"
Ce,"2,5-dimercaptoterephthalic acid"
Ce,"2,5-pyridine-dicarboxylic acid"
Ce,"2,6-bis(4′-carboxyl-phenyl)pyridine"
Ce,"2,6-bis(imidazol-1-yl)pyridine"
Ce,"2,6-naphthalenedisulfonate"
Ce,"2,6-pyridine dicarboxylic acid"
Ce,2-((benzyl)amino)terephthalic acid
Ce,"2-((methylsulfonyl)methyl)-[1,1′-biphenyl]-4,4′-dicarboxylic acid"
Ce,"2-((methylthio)methyl)-[1,1′-biphenyl]-4,4′-dicarboxylic acid"
Ce,2-(1-hydroxy-ethyl)-3H-benzimidazole-5-carboxylic acid
Ce,"2-(1-imidazole)-1-hydroxyl-1,1’-ethylidenediphosphonic acid"
Ce,"2-(3-pyridine)-1H-1,3,4-thiadiazole-5-thioketone"
Ce,2-(4-Chlorobenzoyl)benzoic acid
Ce,2-(4-pyridyl)-terephthalic acid
Ce,2-(Methylamino)terephthalic acid
Ce,2-(carboxymethoxy)benzoic acid
Ce,"2-(hydroxymethyl)-2-(pyridin-4-yl)-1,3-propanediol"
Ce,"2-(p-hydroxylphenyl)-1H-imidazole-4,5-dicarboxylic acid"
Ce,2-Methylpyrazine
Ce,"2-[9-(1-hexylheptyl)-1,3,8,10-tetraoxo-3,8,9,10-tetrahydro-1H-anthra[2,1,9-def;6,5,10-d’e’f’]diisoquinolin-2-yl]terephthalic acid"
Ce,2-amino-terephthalic acid
Ce,2-hydroxyimino-N-[1-(2-pyrazinyl)ethylidene]-propanohydrazone
Ce,"2-iodobenzene-1,4-dicarboxylic acid"
Ce,2-methylisonicotinic acid
Ce,"2′,5′-dimethylterphenyl-4,4″-dicarboxylic acid"
Ce,"3,3'',5,5''-tetrakis(4-carboxyphenyl)-p-terphenyl"
Ce,"3,3',3''-(1,3,5-phenylenetri(oxy))triphthalic acid"
Ce,"3,3'-(4,4'-(2,2-bis((4-(2-carboxyvinyl)phenoxy)methyl)propane-1,3-diyl)bis(oxy)bis(4,1-phenylene))diacrylic acid"
Ce,"3,3'-azodibenzoic acid"
Ce,"3,3’,5,5’-tetraphenyl-1H,1’H-4,4’-bipyrazole"
Ce,"3,3′,4,4′-benzophenone-tetracarboxylate"
Ce,"3,3′,4′,4″-diphenyl-sulfonetetracarboxylic acid"
Ce,"3,3′,5,5′-Tetramethyl-4,4′-bipyrazole"
Ce,"3,3′-dihexyl-2,2′-bithiophene-5,5′-dicarboxylic acid"
Ce,"3,3′-dihydroxy-(1,1′-biphenyl)-4,4′-dicarboxylic acid"
Ce,"3,3′-diphenyl-2,2′-bithiophene-5,5′-dicarboxylic acid"
Ce,"3,3′′-dipropoxy-[1,1′:4′,1′′-terphenyl]-4,4′′-dicarboxylic acid"
Ce,"3,5,4'-azobenzenetricarboxylic acid"
Ce,"3,5-bis(1-imidazoly)pyridine"
Ce,"3,5-bis(3,5-dicarboxylphenxoy)benoic acid"
Ce,"3,5-bis(4-carboxylphenyl)-pyridine N-oxide"
Ce,"3,5-bis(4-pyridyl)-pyridine"
Ce,"3,5-di(1H-imidazol-1-yl)pyridine"
Ce,"3,5-di(3,5-dicarboxylphenyl)nitrobenzene"
Ce,"3,5-di(4H-1,2,4-triazol-4-yl)pyridine"
Ce,"3,5-di(pyridine-4-yl)benzoic acid"
Ce,"3,5-diamine-1,2,4-triazole"
Ce,"3,5-pyrazole dicarboxylic acid"
Ce,"3,6-bis(4-pyridyl)-1,2,4,5-tetrazine"
Ce,"3,6-dibromobenzene-1,2,4,5-tetracarboxylic acid"
Ce,"3-(2,5-dicarboxyphenoxy)phthalic acid"
Ce,"3-(3,5-dicarboxylphenoxy)-6-carboxylpyridine"
Ce,3-(4-carboxyphenoxy)phthalic acid
Ce,"3-(4H-1,2,4-triazol-4-yl)benzoic acid"
Ce,"3-amine-1H-1,2,4-triazole"
Ce,"3-amino-1H-1,2,4-triazole"
Ce,3-aminopropylphosphonic acid
Ce,"3-cyanopyridine (in situ to 5-(3-pyridyl)tetrazolate, 3-pttz)"
Ce,"3-ethyl-1,2,4-triazole"
Ce,3-fluorophthalic acid
Ce,"4'',6'-diamino-5',5''-bis(4-carboxyphenyl)-[1,1':3',1'':3'',1'''-quaterphenyl]-4,4'''-dicarboxylic acid"
Ce,"4',4''-(2,2-bis((4'-carboxybiphenyl-4-yl)oxy)methyl)propane-1,3-diyl)bis(oxy)dibiphenyl-4-carboxylic acid"
Ce,"4'-carboxy-4,2':6',4''-terpyridine"
Ce,"4,4',4'',4'''-([9,9'-bicarbazole]-3,3',6,6'-tetrayl)tetrabenzoic acid"
Ce,"4,4',4'',4'''-methanetetrayltetrabenzoic acid"
Ce,"4,4',4''-nitrilotribenzoic acid"
Ce,"4,4'-(2,2-bis((4-carboxy-2-methoxyphenoxy)methyl)propane-1,3-diyl)bis(oxy)bis(3-methoxybenzoic acid)"
Ce,"4,4'-(hexafluoroisopropylidene)diphthalic acid"
Ce,"4,4'-azobenzenedicarboxylic acid"
Ce,"4,4'-bipyridyl"
Ce,"4,4-azobenzenedicarboxylic acid"
Ce,"4,49-bipyridine"
Ce,"4,4’-oxybisbenzoyl-bis(L-alanine)"
Ce,"4,4′,4′′-(((2,4,6-trimethylbenzene-1,3,5-triyl)tris(methylene))tris(oxy))tribenzoic acid"
Ce,"4,4′,4″,4‴-(5,10,15,20-porphyrintetrayl)-tetrabenzoic acid"
Ce,"4,4′,4″,4‴-(9,9′-Spirobi[fluorene]-2,2′,7,7′-tetrayl)tetrabenzoic acid"
Ce,"4,4′,4″,4‴-tetrakiscarboxyphenylsilane"
Ce,"4,4′,4″-(2,4,6-trimethylbenzene-1,3,5-triyl)tribenzoate"
Ce,"4,4′,4″-s-triazine-1,3,5-triyl-tri-p-aminobenzoic acid"
Ce,"4,4′,4″-s-triazine-2,4,6-tribenzoic acid"
Ce,"4,4′,4″-s-triazine-2,4,6-triyltribenzoic acid"
Ce,"4,4′-(1H,1′H-[2,2′-biimidazole]-1,1′-diyl) dibenzoic acid"
Ce,"4,4′-(1H-1,2,4-triazol-1-yl)methylene-bis(benzonic acid)"
Ce,"4,4′-(4,4′-bitolyl)bis(1,2,4-triazole)"
Ce,"4,4′-(benzo[c][1,2,5]thiadiazole-4,7-diyl)dibenzoic acid"
Ce,"4,4′-(hexafluoroisopropylidene)diphthalic acid"
Ce,"4,4′-(trans-cyclohexane-1,2-diyl)bis(azanediyl)bis(carbonyl)dibenzoic acid"
Ce,"4,4′-bis((1H-imidazol-1-yl)methyl)-1,1′-biphenyl"
Ce,"4,4′-bis(benzoimidazo-1-ly)biphenyl"
Ce,"4,4′-bis(imidazol-1-yl)diphenyl"
Ce,"4,4′-bis(imidazol-1-yl)phenyl"
Ce,"4,4′-bisazobipyridine"
Ce,"4,4′-di(1H-imidazol-1-yl)biphenyl"
Ce,"4,4′-disulfo-[1,1′-diphenyl]-2,2′-dicarboxylic acid"
Ce,"4,5-di(3'-carboxylphenyl)-phthalic acid"
Ce,"4,6-dihydroxyisophthalic acid"
Ce,"4,7-di(4-pyridyl)-2,1,3-benzothiadiazole"
Ce,"4,7-dimethyl-1,10-phenanthroline"
Ce,4-((4-carboxybenzylidene)amino)benzoic acid
Ce,"4-(1,2,4-triazol-4-yl)phenylacetic acid"
Ce,4-(1-carboxy-ethoxy)-benzoic acid
Ce,4-(1H-tetrazol-5-yl)pyridine
Ce,"4-(3,5-dicarboxylphenyl)-2-methylpyridine"
Ce,4-(4-carboxylphenylmethylthio)benzoic acid
Ce,"4-(4-carboxyphenyl)-2,2′:4′,4″-terpyridine"
Ce,4-(pyridin-4-yl)acrylic acid
Ce,4-(pyridin-4-yl)benzoic acid
Ce,4-(pyridin-4-ylcarbamoyl)benzoic acid
Ce,4-Carboxycinnamic acid
Ce,4-HOOC–C6H4–CH2N(CH2PO3H2)2
Ce,4-[(E)-4-pyridinylazo]pyridine
Ce,"4-[2,2':6',2''-terpyridine]-4'-ylbenzoic acid"
Ce,4-[2-(4-pyridyl)ethenyl]benzoic acid
Ce,"4-amino-benzene-1,2,4-triazole"
Ce,4-aminophenyl-1H-tetrazole
Ce,4-chloroisophthalic acid
Ce,"4-chloropyridine-2,6-dicarboxylic acid"
Ce,4-ethylbenzoic acid
Ce,4-mercaptobenzoic acid
Ce,4-pyridylaminocarbonyl
Ce,4-sulfobenzoic acid
Ce,"4′-(1H-imidazo[4,5-f][1,10]phenanthrolin-2-yl)-[1,1′-biphenyl]-3-carboxylic acid"
Ce,"4′-(3,5-dicarboxyphenyl)-2,2′:6′,2′′′-terpyridine"
Ce,"5,10,15,20-tetrakis(3,4-dihydroxyphenyl)porphyrin"
Ce,"5,10,15,20-tetrakis(p-phenylphosphonic acid)porphyrin"
Ce,"5,15-dipyridyl-10,20-bis(pentafluorophenyl)porphyrin"
Ce,"5,5'-(2,3,5,6-tetramethyl-1,4-phenylene)bis(methylene)bis(azanediyl)diisophthalic acid"
Ce,"5,5′-((6-chloro-1,3,5-triazine-2,4-diyl)bis(azanediyl))diisophthalic acid"
Ce,"5,5′-(1,3-phenylenebis(methylene))bis(oxy)diisophthalic acid"
Ce,"5,5′-methylenediisophthalic acid"
Ce,"5,5′-naphthalene-1,4-diyl-diisophthalic acid"
Ce,"5-((2-methyl-1H-imidazol-1-yl)methyl)benzene-1,3-dioic acid"
Ce,"5-(3,5-dimethyl-4H-1,2,4-triazol-4-yl)isophthalic acid"
Ce,5-(3-pyridyl)-1H-tetrazole
Ce,5-(4-(2H-tetrazol-5-yl)phenoxy)isophthalic acid
Ce,5-(4-(tetrazol-5-yl)phenyl)isophthalic acid
Ce,5-(4-carboxybenzoylamino)-isophthalic acid
Ce,5-(4-imidazol-1-ylphenyl)-2H-tetrazole
Ce,5-(4-pyridin-3-yl-benzoylamino)isophthalic acid
Ce,5-(4-pyridin-4-yl-benzoylamino)isophthalic acid
Ce,5-(pyridin-2-ylmethyl)aminoisophthalic acid
Ce,5-aminisophthalic acid
Ce,5-aminisophthalic acid disodium salt monohydrate
Ce,"5-boronobenzene-1,3-dicarboxylic acid"
Ce,5-chloronicotinic acid
Ce,"5-ethyl-pyridine-2,3-dicarboxylic acid"
Ce,5-fluoronicotinic acid
Ce,5-hydroxylisophthalic acid
Ce,5-iodoisophthalic acid
Ce,5-mercapto-isophthalic acid
Ce,5-methyl isophthalic acid
Ce,"5-nitrobenzene-1,2,3-tricarboxylic acid"
Ce,"5-phosphonobenzene-1,3-dicarboxylic acid"
Ce,5-sulfoisophthalate
Ce,5-sulfoisophthalic acid
Ce,5-{(pyridin-4-ylmethyl)amino}isophthalic acid
Ce,"5′-(4-carboxy-2-methylphenyl)-2″-methyl-[1,1′:3′,1″-terphenyl]-3,4″,5-tricarboxylic acid"
Ce,"6,7-dimethyldibenzo[e,g][1,4]diazocine-3,10-dicarboxylic acid"
Ce,"6-(3,5-dicarboxyl phenyl) nicotinic acid"
Ce,"6-(3,5-dicarboxylphenyl)nicotinic acid"
Ce,6-(pyridin-4-yl)nicotinic acid
Ce,6-aminonicotinic acid
Ce,"9,10-di(pyridine-4-yl)anthracene"
Ce,"9,9′-(1,4-phenylenebis(methylene))bis(9H-carbazole-3,6-dicarboxylic acid)"
Ce,Benzimidazole
Ce,Bi(4-pyridyl)3
Ce,H(Me-4py-pba)
Ce,H2(H-2py-trz-ia)
Ce,H4dotpdc-CH2NHBoc
Ce,H4dotpdc-CO2tBu
Ce,HIBA·HCl·H2O
Ce,HMIBA·HCl·H2O
Ce,HOOC–C6H4–CH2PO–OH(OC2H5)
Ce,L-Glutamic acid
Ce,L-H2 = Ir(ppy)2(H2dcbpy)PF6
Ce,MeSi(3Qy)3
Ce,"N,N'-bis(2-pyrazinyl)piperazine"
Ce,"N,N,N′,N′-tetra(4-carboxybenzyl)-1,3-diaminopropane dihydrochloride trihydrate"
Ce,"N,N-(2-pyridyl)-(4-pyridylmethyl)amine"
Ce,"N,N′-bis(4-pyridylmethyl)piperazine"
Ce,"N,N′-bis(5-isophthalic acid) naphthalenediimide"
Ce,"N,N′-bis(5-isophthalic acid)-1,4,5,8-naphthalenediimide"
Ce,"N,N′-bis(pyridylcarbonyl)-4,4′-diaminodiphenyl ether"
Ce,"N,N′-bis-(1-pyridin-4-yl-ethylidene)-hydrazine"
Ce,"N,N′-bis-(1-pyridine-3-yl-ethylidene)-hydrazine"
Ce,"N,N′-bis-pyridin-4-ylmethylene-hydrazine"
Ce,"N,N′-sulfuryldiimidazole"
Ce,"N-phenyl-N′-phenylbicyclo[2.2.2]oct-7-ene-2,3,5,6-tetracarboxdiimide dicarboxylic acid"
Ce,"N1,N2-Bis(pyridin-4-yl-methylene)ethane-1,2-diamine"
Ce,"N2,N6-di(pyridin-4-yl)naphthalene-2,6-dicarboxamide"
Ce,"Na4(1,2,4,5-btc)"
Ce,"[1,1':4′,1″:4″,1‴-quaterphenyl]-3,3‴,5,5‴-tetracarboxylic acid"
Ce,"[5,10,15,20-tetrakis(4-carboxy-phenyl)porphyrinato]-Zn(II)"
Ce,acetate
Ce,"adamantane-1,3,5,7-tetracarboxylic acid"
Ce,"azobenzene-4,4-dicarboxylic acid"
Ce,"benzene-1,3,5-triacetic acid"
Ce,benzenetricarboxylic acid
Ce,benzobisimidazole
Ce,"bicyclo[2.2.2]octane-1,4-dicarboxylic acid"
Ce,"biphenyl-2,2'-dimethoxy-4,4'-dicarboxylic acid"
Ce,"biphenyl-2,2′,4,4′-tetracarboxylic dianhydride"
Ce,"biphenyl-2,2′,6,6′-tetracarboxylic acid"
Ce,"biphenyl-2,4,6,3′,5′-pentacarboxylic acid"
Ce,"biphenyl-3′-nitro-3,4′,5-tricarboxylic acid"
Ce,bis(3-pyridylmethyl)piperazine
Ce,"bis(4-(4H-1,2,4-triazol-4-yl)phenyl)methane"
Ce,bis(pyridylmethyl)piperazine
Ce,bis-(4-carboxypyrazolyl)methane
Ce,"cubane-1,4-dicarboxylic acid"
Ce,curcumin
Ce,dia nitrate salt (diaH2(NO3)2)
Ce,"dimethyl-substituted 4,4′-[1,4-phenylene-bis(ethyne-2,1-diyl)]-dibenzoic acid"
Ce,"dipotassium 2,6-naphthalenedicarboxylate"
Ce,"dipyrido[3,2-d:2′,3′-f]quinoxaline"
Ce,disodium fumarate
Ce,"disodium salt of [1,2,3]triazolo[4,5-f]benzotriazole-4,8(2H,6H)-dione [Na2(C6N6O2)·4H2O]"
Ce,dpmh
Ce,ethyl tetrazolate-5-carboxylate
Ce,ethylenediamine
Ce,glyphosate
Ce,iminodiacetate acid
Ce,maleic hydrazide
Ce,mesaconic acid
Ce,meso-tetra(4-carboxyphenyl)porphine
Ce,methanetetrabenzoic acid
Ce,methyl formate
Ce,methylene-bispyrazole based dicarboxylic acid
Ce,"mono-nitro substituted 4,4′,4″-(1,3,5-triazine-2,4,6-triyl)tribenzoic acid"
Ce,"naphthyl-substituted 4,4′-[1,4-phenylene-bis(ethyne-2,1-diyl)]-dibenzoic acid"
Ce,p-benzene dicarboxylic acid
Ce,p-benzenediacrylic acid
Ce,p-biphenyldicarboxylic acid
Ce,p-phenylenediamine
Ce,palladated linker trans-[PdCl2(PDC)2]
Ce,pentiptycene proligand 22H
Ce,phenylpropynoic acid
Ce,phenylsuccinic acid
Ce,pimelic acid
Ce,"pip-(2,2’-OH)-diCO2H"
Ce,"potassium pyridine-2,3,5,6-tetracarboxylate"
Ce,"pyrazine-2,5-dicarboxylic acid dihydrate"
Ce,pyrazinyl tetrazolate
Ce,"pyridine-2,6-dimethanol"
Ce,"pyridine-3,5-bis(phenyl-4-carboxylic acid)"
Ce,pyridine-4-boronic acid
Ce,"quaterphenyl-2,5,2′,5′-tetracarboxylic acid"
