metal,linker
Lu,"sodium 1,3,5-benzenetricarboxylate"
Lu,"1,1′-ethynebenzene-3,3′,5,5′-tetracarboxylate"
Lu,"1,2,3,4-benzenetetracarboxylic acid"
Lu,"1,3,5-triazine-2,4,6-triamine hexaacetic acid"
Lu,"1,3-bi(4-pyridyl)propane"
Lu,"1,4-bis(1,2,4-triazol-1-ylmethyl)benzene"
Lu,"1,4-bis(imidazol)butane"
Lu,"1,4-bis(imidazol-1-ylmethyl)-benzene"
Lu,1-(2-methylbenzimidazol-1-ylmethyl)benzotriazole
Lu,"2,20:40,400:200,2000-quarterpyridyl-60,600-di-2-pyridine"
Lu,"2,3,5,6-tetrafluoroterephthalic acid"
Lu,"2′,3′,5′,6′-tetramethylterphenyl-4,4″-dicarboxylic acid"
Lu,"3,3′,4,4′-oxydiphthalic acid"
Lu,"3,4-pyridinedicarboxylic acid"
Lu,"3,5-di(1H-imidazol-1-yl)benzoic acid"
Lu,"4,4′-(phenylazanediyl)dibenzoic acid"
Lu,"4,4′-biphenyl dicarboxylic acid"
Lu,"4,4′-bis(imidazol-1-yl)biphenyl"
Lu,"4,8-diaminonaphthalene-2,6-dicarboxylic acid"
Lu,"4-(3-(3-(carboxyphenyl)-5-methyl-4H-1,2,4-triazol-4-yl)benzoic acid"
Lu,4-(4′-phosphonophenoxy)phenyl phosphonic acid
Lu,"4-amino-3,5-bis(4-pyridyl)-1,2,4-triazole"
Lu,"5,15-di(p-benzoato)porphyrin"
Lu,"9,10-anthracenedicarboxylic acid"
Lu,H2(Me-2pym-trz-ia)
Lu,"N,N-bis(glycinyl)-pyromellitic diimide"
Lu,"[1,1′:3′,1″-terphenyl]-3,3″,5,5″-tetracarboxylic acid"
Lu,[Co(Hdcbpy)3]·6H2O
Lu,azelaic acid
Lu,"biphenyl-2,4,4′-tricarboxylic acid"
Lu,"biphenyl-3,2′,5′-tricarboxylic acid"
Lu,bis(4-imidazol-ylphenyl)sulfone
Lu,"nickel(II) 5,10,15,20-tetrakis(3,4-dihydroxyphenyl)porphyrin"
Lu,"potassium perylene-3,4,9,10-tetracarboxylate"
Lu,tetrakis(4-pyridyl)cyclobutane
Lu,"trans, trans-muconic acid"
Lu,tris(2-carboxyethyl) isocyanurate
Lu,"tris(4-(1H-1,2,4-triazol-1-yl)phenyl)amine"
Lu,"(3,5-dicarboxylphenyl)-(4-(2′-carboxylphenyl)benzyl) ether"
Lu,"1,1'-(1,4-butanediyl)-bis[2-(3-pyridyl)benzimidazole]"
Lu,"1,1'-(1,4-butanediyl)bis(imidazole)"
Lu,"1,10-phenanthroline monohydrate"
Lu,"1,1′-(Anthracene-9,10-diylbis(methylene))bis(pyridin-1-ium-4-olate)"
Lu,"1,1′:3,1′′-terphenyl-4,4′′,5′-tricarboxylic acid"
Lu,"1,2,4,5-tetrakis(imidazol-1-ylmethyl)benzene"
Lu,"1,3,5-tris(carboxymethoxy)benzene"
Lu,"1,3-adamantanedicarboxylic acid"
Lu,"1,3-phenylenediacetic acid"
Lu,"1,4-benzenediacetic acid"
Lu,"1,4-bis(1,2,4-triazol-1-ylmethyl)-2,3,5,6-tetramethylbenzene"
Lu,"1,4-bis(1H-imidazol-1-yl)benzene"
Lu,1-(4-(4-(1H-imidazol-1-yl)benzyloxy)phenyl)-1H-imidazole
Lu,"1H-1,2,4-triazole"
Lu,"2,2′-oxydiacetic acid"
Lu,"2,5-dihydroxybenzene-1,4-dicarboxylic acid"
Lu,2-(2-pyridyl)benzimidazole
Lu,"2-(3,5-dicarboxybenzyloxy) benzoic acid"
Lu,2-chloroterephthalic acid
Lu,2-fluoroterephthalic acid
Lu,"2′-amino-[1,1′:4′,1″-terphenyl]-4,4″-dicarboxylic acid"
Lu,"3,5-bis(imidazole-1-yl)pyridine"
Lu,"3,5-pyrazoledicarboxylic acid"
Lu,3-carboxy-1-(4'-carboxy-benzyl)-2-oxidopyridinium
Lu,"4',4'',4''',4''''-methanetetrayltetrabiphenyl-4-carboxylic acid"
Lu,"4,4′,4″-benzene-1,3,5-triyl-tribenzoic acid"
Lu,"4,4′-azopyridine"
Lu,4-(4-carboxy-phenyl)-pyridine-2-carboxylic acid
Lu,4-carboxyphenylboronic acid
Lu,"5,5′,5″-(1,3,5-triazine-2,4,6-triyl)tris(azanediyl)triisophthalate"
Lu,5-(3-(1H-imidazol-1-yl)phenyl)-1H-tetrazole
Lu,"5-[(1H-1,2,4-triazol-1-yl)methoxy] isophthalic acid"
Lu,5-acetamidoisophthalic acid
Lu,5-aminotetrazole monohydrate
Lu,5-methyl-1H-tetrazole
Lu,"azoxybenzene-3,3′,5,5′-tetracarboxylic acid"
Lu,"bis(4-(1,2,4-triazol-4-yl)phenyl)methane"
Lu,"cyclobutane-1,2,3,4-tetracarboxylic dianhydride"
Lu,diclofenac
Lu,gallic acid monohydrate
Lu,"pyridazine-3,6-dicarboxylic acid"
Lu,"terphenyl-3,3″,5,5″-tetracarboxylic acid"
Lu,"1,1′-(oxybis(1,4-phenylene))bis(1H-1,2,4-triazole)"
Lu,"1,2-bi(4-pyridyl)ethane"
Lu,"1,3,5-tri(1H-imidazol-1-yl)benzene"
Lu,"1,3-di-(1,2,4-triazol-4-yl)benzene"
Lu,"1,4-bis((1H-imidazol-1-yl)methyl)benzene"
Lu,"1,4-bis(1H-imidazol-1-yl)butane"
Lu,"1,4-naphthalenedicarboxylate"
Lu,"1,4-phenylenedipropionic acid"
Lu,"1,6-bis(1,2,4-triazol-1-yl)hexane"
Lu,"1,7-di(4-carboxyphenyl)-1,7-dicarba-closo-dodecaborane"
Lu,"1-bromo-3,5-bis(imidazol-1-ylmethyl)benzene"
Lu,"1′,2′,3′,4′,5′,6′-hexakis(4-carboxyphenyl)benzene"
Lu,"2',5'-dimethyl-[1,1':4',1''-terphenyl]-4,4''-dicarboxylic acid"
Lu,"2,2′,3,3′-benzophenone tetracarboxylic dianhydride"
Lu,"2,2′-bithiophene-5,5′-dicarboxylic acid"
Lu,"2,3-naphthalenedicarboxylic acid"
Lu,"2,4,6-pyridinetricarboxylic acid"
Lu,"2,5-bis(3-pyridyl)-3,4-diaza-2,4-hexadiene"
Lu,"2,5-bis(4-pyridyl)-1,3,4-oxadiazole"
Lu,"2,6-naphthalene dicarboxylic acid"
Lu,"2,7-bis(4-benzoic acid)-N-(4-benzoic acid)carbazole"
Lu,"2-(p-methylphenyl)-1H-imidazole-4,5-dicarboxylic acid"
Lu,2-azidobenzoic acid
Lu,"2-p-methoxyphenyl-1H-imidazole-4,5-dicarboxylic acid"
Lu,"3,3',5,5'-azobenzenetetracarboxylic acid"
Lu,"3,5-bi(4-carboxy-phenoxy)benzoic acid"
Lu,"3,5-bis(4-carboxyphenyl)pyridine"
Lu,"3,5-di(1H-imidazol-1-yl)benzonitrile"
Lu,"3-(pyridin-3-yloxy)benzene-1,2-dicarboxylic acid"
Lu,"3-ammonium-1-hydroxypropylidene-1,1-diphosphonic acid"
Lu,"4,4''-dihydroxy-[1,1':4',1'']-terphenyl-3,3''-dicarboxylic acid"
Lu,"4,4'-(porphyrin-5,15-diyl)dibenzoic acid"
Lu,"4,4'-dipyridylamine"
Lu,"4,4'-hexafluoroisopropylidenebisbenzoic acid"
Lu,"4,4,4,4-(Porphine-5,10,15,20-tetrayl) tetrakis"
Lu,"4,4′,4″-nitrilotribenzoic acid"
Lu,"4,4′-azobenzoic acid"
Lu,"4,4′-azobipyridine"
Lu,"4,4′-bis[(1,2,4-triazol-1-yl)methyl]biphenyl"
Lu,"4,4′-dicarboxydiphenyl sulfone"
Lu,"4,4′-dicarboxydiphenylamine"
Lu,"4,5-dicyanoimidazole"
Lu,4-diazabicyclo[2.2.2]octane
Lu,"4′-(2,4-disulfophenyl)-4,2′:6′,4″-terpyridine"
Lu,"5,5′-(hexane-1,6-diyl)-bis(oxy)diisophthalic acid"
Lu,"5,5′-bis(1H-imidazol-1-yl)-2,2′-bithiophene"
Lu,"5,5′-oxydiisophthalic acid"
Lu,5-((carboxymethyl)amino)isophthalic acid
Lu,5-(2-carboxybenzyloxy) isophthalic acid
Lu,5-(3′4′-dicarboxylphenoxy)isophthalic acid
Lu,5-amino-tetrazole
Lu,"5-nitro-1,2,3-benzenetricarboxylic acid"
Lu,5-tert-butylisophthalic acid
Lu,"6,6',6'',6'''-(7-(tert-butyl)pyrene-1,3,5,9-tetrayl)tetrakis(2-naphthoic acid)"
Lu,"9,9-dimethyl-2,7-bisimidazolylfluorene"
Lu,"N,N′-diacetic acid imidazolium"
Lu,"[5,10,15,20-tetrakis(4-carboxyphenyl)porphyrinato]-Co(II)"
Lu,"[5,10,15,20-tetrakis(4-carboxyphenyl)porphyrinato]-Cu(II)"
Lu,"[5,10,15,20-tetrakis(4-carboxyphenyl)porphyrinato]-Fe(III) chloride"
Lu,"[5,10,15,20-tetrakis(4-carboxyphenyl)porphyrinato]-Mn(III) chloride"
Lu,"[5,10,15,20-tetrakis(4-carboxyphenyl)porphyrinato]-Ni(II)"
Lu,"[5,10,15,20-tetrakis(4-carboxyphenyl)porphyrinato]-Zn(II)"
Lu,[PR63]2+·2[NO3]−
Lu,"benzene-1,4-dioxydiacetic acid"
Lu,"cis,cis-1,3,5-cyclohexanetricarboxylic acid"
Lu,"cyclohexane-1,2,4,5-tetracarboxylic acid"
Lu,diazabicyclo[2.2.2]octane
Lu,"difluoro-substituted 4,4′-[1,4-phenylene-bis(ethyne-2,1-diyl)]-dibenzoic acid"
Lu,malonic acid
Lu,meso-tartaric acid monohydrate
Lu,monosodium salt of 2-sulfonyl terephthalic acid
Lu,piperazine
Lu,potassium oxalate
Lu,sebacic acid
Lu,tetrakis(4-(2-(pyridin-4-yl)ethyl)phenyl)methane
Lu,triptycenedicarboxylic acid
Lu,(1S)-1-(5-tetrazolyl)ethylamine
Lu,"1,2,3,4-butanetetracarboxylic acid"
Lu,"1,2,4,5-tetra(4-pyridyl)benzene"
Lu,"1,3,5,7-adamantane tetracarboxylic acid"
Lu,"1,3,5-benzenetriphosphonic acid"
Lu,"1,3,5-tri(1H-imidazol-4-yl)benzene"
Lu,"1,3,5-tris(pyridin-4-ylethynyl)benzene"
Lu,"1,3,6,8-tetrakis(4-carboxyphenyl)pyrene"
Lu,"1,3-bis(benzimidazolyl)benzene"
Lu,"1,4-bis(2-(4-thiazolyl)benzimidazol-1-ylmethyl)benzene"
Lu,"1,4-bis(2-methylbenzimidazol-1-ylmethyl)benzene"
Lu,"1,4-bis(2-methylimidazol-1-ylmethyl)benzene"
Lu,"1-(2-carboxyethyl)-1H-1,2,4-triazole-3-carboxylic acid"
Lu,1-(4-(1H-imidazole-1-yl)butyl)-1H-imidazole
Lu,"1H-2-methyl-4,5-imidazole-dicarboxylic acid"
Lu,1H-pyrazole-4-carboxylic acid
Lu,"2,2′-Bipyridine-5,5′-dicarboxylic acid"
Lu,"2,2′-biimidazole"
Lu,"2,2′-oxybis(benzoic acid)"
Lu,2-(4-carboxylphenoxy)terephthalic acid
Lu,"2-amino-1,4-benzenedisulfonate"
Lu,2-amino-5-nitroterephthalic acid
Lu,"2-methyl-1H-imidazole-4,5-dicarboxylic acid"
Lu,"2-phenyl-1H-imidazole-4,5-dicarboxylic acid"
Lu,2-phenylazoimidazole
Lu,"3,3'-dichloro-4,4'-azobenzenedicarboxylic acid"
Lu,"3,3′-azodibenzoic acid"
Lu,"3,5,3',5'-oxytetrabenzoic acid"
Lu,"3,5-bis(3,5-dicarboxylphenyl)-1-H-1,2,4-triazole"
Lu,3-pyridin-4-ylbenzoic acid
Lu,"3-quinolinecarbonitrile (in situ to 5-(quinolyl)tetrazolate, QTZ)"
Lu,"4,4’-bis(1-imidazolyl)bibenzene"
Lu,"4,4′,4″,4‴-(pyrazine-2,3,5,6-tetrayl)tetrabenzoic acid"
Lu,"4,4′,4″-(nitrilotris(methylene))tribenzoic acid"
Lu,"4,4′-(2,5-dibutoxy-1,4-phenylene)dipyridine"
Lu,"4,4′-azobispyridine"
Lu,"4,4′-benzophenonedicarboxylic acid"
Lu,"4,4′-carbonyldibenzoic acid"
Lu,"4,4′-dihydroxy-(1,1′-biphenyl)-3,3′-dicarboxylic acid"
Lu,"4-(4H-1,2,4-triazol-4-yl)benzoic acid"
Lu,4-(5-carboxypyridin-2-yl)isophthalic acid
Lu,4-formylbenzoic acid
Lu,4-pyridyltetrazole
Lu,"4’-(4-(benzimidazol-1-yl)phenyl)-4,2’:6’,4’’-terpyridine"
Lu,"4′-(4-pyridyl)-2,2′:6′,2″-terpyridine"
Lu,"5,5′-(2,2-bis((3,5-dicarboxyphenoxy)methyl)propane-1,3-diyl)bis(oxy)diisophthalic acid"
Lu,"5,5′-bis(4-pyridyl)-2,2′-bithiophene"
Lu,5-(3-Pyridylmethoxy)isophthalic acid
Lu,5-(3-carboxy-phenyl)-pyridine-2-carboxylic acid
Lu,5-(4-carboxyphenoxy)isophthalic acid
Lu,5-(4-pyridyl)-methoxyl isophthalic acid
Lu,5-(4-pyridyl)tetrazole
Lu,5-(bis(4-carboxybenzyl)amino)isophthalic acid
Lu,5-(pyrazinyl)tetrazole
Lu,5-(pyridin-4-yl)isophthalic acid
Lu,5-sulfosalicylic acid
Lu,"9,9-diethyl-2,7-bisimidazolylfluorene"
Lu,"Bis(4-(4H-1,2,4-triazol-4-yl)phenyl)methane"
Lu,"D,L-tartaric acid"
Lu,D-tartaric acid
Lu,N-(phosphonomethyl)iminodiacetic acid
Lu,"[1,1′-biphenyl]-3,3′,5,5′-tetracarboxylic acid"
Lu,acetylenedicarboxylic acid
Lu,"benzene-1,2,4-tricarboxylic acid"
Lu,glutarate
Lu,hexamethylenetetramine
Lu,m-xylenediphosphonic acid
Lu,"meso-2,3-dimethylsuccinic acid"
Lu,"p-terphenyl-2,2'',2''',5,4'',4'''-hexcarboxylic acid"
Lu,purine
Lu,sodium isophthalate
Lu,"trans,trans-muconic acid"
Lu,"trans-1,2-bis(4-pyridyl)ethylene"
Lu,tri(2-carboxyethyl)isocyanurate
Lu,tri(pyridin-4-yl)amine
Lu,"trimethyl 1,3,5-benzenetricarboxylate"
Lu,tris(4-imidazolylphenyl)amine
Lu,tris(pyrazin-2-ylmethyl)phosphine
Lu,γ-cyclodextrin
Lu,(E)-2-[2-(4-Carboxy)ethenyl]-8-hydroxyquinoline
Lu,(R)-4-(4-(1-carboxyethoxy)phenoxy)-3-fluorobenzoic acid
Lu,(R)-malic acid
Lu,(ethylenedithio)diacetic acid
Lu,(pyridin-3-yl)methyl 4-(2-(4-((pyridin-3-yl)methoxy)phenyl)diazenyl)benzoate
Lu,"1,1′-oxybis[3,5-di-4-pyridine]-benzene"
Lu,"1,1′-oxybis[3,5-dipyridine-benzene]"
Lu,"1,2-di(4-pyridyl)ethane"
Lu,"1,3,5-benzene-tri-p-phenylphosphonic acid"
Lu,"1,3,5-benzenetricarboxylate"
Lu,"1,3-bis(2-methylimidazolyl)propane"
Lu,"1,3-bis(3-carboxyphenyl)-1H-imidazol-3-ium bromide"
Lu,"1,3-bis(imidazole)propane"
Lu,"1,4-bis(1,2,4-triazol-4-ylmethyl)benzene"
Lu,"1,4-bis(2-[4-carboxyphenyl]ethynyl)benzene"
Lu,"1,4-bis(imidazole-1-ylmethyl)benzene"
Lu,"1,4-bis(imidazolyl)butane"
Lu,"1,4-bis[2-(4-pyridyl)ethenyl]-2,3,5,6-tetramethylbenzene"
Lu,"1,4-butylenediphosphonic acid"
Lu,"1,4-diazo[2.2.2]bicyclooctane"
Lu,"1-(4-(1H-imidazol-5-yl)phenyl)-1H-1,2,4-triazole"
Lu,"1-(9-(1H-1,2,4-triazol-1-yl)anthracen-10-yl)-1H-1,2,4-triazole"
Lu,"1H-3,5-bis(pyrazinyl)-1,2,4-triazole"
Lu,"1H-pyrazole-3,5-dicarboxylic acid"
Lu,1H-tetrazole
Lu,"2,1,3-benzothiadiazole-4,7-dicarboxylic acid"
Lu,"2,2′,4,4′-biphenyltetracarboxylic acid"
Lu,"2,2′-azodibenzoic acid"
Lu,"2,2′-bipyridine-6,6′-dicarboxylic acid"
Lu,"2,3′,4,4′-diphenyl ether tetracarboxylic acid"
Lu,"2,3′,5,5′-biphenyl tetracarboxylic acid"
Lu,"2,3′,5,5′-biphenyltetracarboxylic acid"
Lu,"2,4,6-Tri(4-pyridyl)-1,3,5-triazine"
Lu,"2,4,6-trimethylbenzene-1,3,5-tricarboxylic acid"
Lu,"2,4,6-tris(3,5-dicarboxylphenylamino)-1,3,5-triazine"
Lu,"2,4,6-tris(4-carboxyphenoxy)-1,3,5-triazine"
Lu,"2,4,6-tris(4-carboxyphenyl)-1,3,5-triazine"
Lu,"2,4-bis(4-carboxyphenylamino)-6-bis(carboxymethyl)amino-1,3,5-triazine"
Lu,"2,4-dihydroxypyrimidine-5-carboxylic acid"
Lu,"2,5-bis(prop-2-yn-1-yloxy)terephthalic acid"
Lu,"2,5-diaminoterephthalic acid"
Lu,"2,5-pyrazinedicarboxylic acid"
Lu,"2,6-bis(3,5-dicarboxyphenyl)pyridine"
Lu,"2,7-bis(4-benzoic acid)-N-(4-benzoic acid) carbazole"
Lu,"2,7-dihydroxybenzo[lmn][3,8]phenanthroline-1,3,6,8(2H,7H)-tetraone"
Lu,"2,7-naphthalenedisulfonate"
Lu,"2,8-di(1H-imidazol-1-yl)dibenzofuran"
Lu,"2-(2-carboxyphenyl)imidazo(4,5-f)-(1,10)phenanthroline"
Lu,"2-(3-(4-(pyridin-4-yl)phenyl)-1H-1,2,4-triazol-5-yl)pyridine"
Lu,2-(Dimethylamino)terephthalic acid
Lu,2-(benzimidazol-1-yl)terephthalic acid
Lu,"2-[4-(1H-imidazole-1-ylmethyl)-1H-1,2,3-triazol-1-yl] acetic acid"
Lu,2-hydroxyisophthalic acid
Lu,2-mercaptonicotinic acid
Lu,2-methoxyterephthalic acid
Lu,2-methylsuccinic acid
Lu,"2-nitrobenzene-1,4-dicarboxylic acid"
Lu,"2-propyl-1H-imidazole-4,5-dicarboxylic acid"
Lu,2-pyrimidinecarbonitrile
Lu,"3,3′,5,5′-azoxybenzenetetracarboxylic acid"
Lu,"3,5-bis(1′,2′,4′-triazol-1′-yl)pyridine"
Lu,"3,5-bis-oxyacetate-benzoic acid"
Lu,"3,5-dimethyl-1H-1,2,4-triazole"
Lu,"3-(3,5-dicarboxylphenyl)-5-(pyrid-4-yl)-1-H-1,2,4-triazole"
Lu,3-aminopyrazine-2-carboxylic acid
Lu,"3-carboxy-1-(3,5-dicarboxybenzyl)pyridinium bromide"
Lu,3-cyanobenzoic acid (in situ precursor to 3-(1H-tetrazol-5-yl)benzoate)
Lu,3-nitrophthalic acid
Lu,3-phenyl-1H-pyrazole-4-carboxylic acid
Lu,"4,4',4''-benzene-1,3,5-triyl-tribenzoic acid"
Lu,"4,4',6,6'-tetracarboxy-2,2'-bipyridine"
Lu,"4,4'-(Hexafluoroisopropylidene) bis(benzoic acid)"
Lu,"4,4'-(hydroxymethanediyl) dibenzoic acid"
Lu,"4,4'-azobispyridine"
Lu,"4,4'-bis(1,2,4-triazol-1-ylmethyl)biphenyl"
Lu,"4,4’,4’’-(2,4,6-trimethylbenzene-1,3,5-triyl)tribenzoic acid"
Lu,"4,4′,4″-benzene-1,3,5-triyltribenzoic acid"
Lu,"4,4′-azodibenzoic acid"
Lu,"4,4′-bis((1H-imidazol-1-yl)methyl)biphenyl"
Lu,"4,4′-bis(2-sulfonatostiryl)biphenyl disodium salt"
Lu,"4,4′-bis(imidazolyl)diphenyl ether"
Lu,"4,4′-dithiodibenzoic acid"
Lu,"4,4′-trimethylenedipyridine"
Lu,"4,8-disulfonaphthalene-2,6-dicarboxylic acid"
Lu,4-(1H-tetrazol-5-yl)phenol
Lu,"4-(3′,5′-dicarboxylphenoxy)phthalic acid"
Lu,4-(4-(pyridine-4-phenyl)amido)benzoic acid
Lu,4-(4-carboxyphenoxy)-isophthalic acid
Lu,"4-(4-carboxyphenyl)-4,2’:6’,4’’-terpyridine"
Lu,"4-(4-carboxyphenylamino)-3,5-dinitrobenzoic acid"
Lu,4-(6-carboxy-pyridin-3-yl)-isophthalic acid
Lu,4-[(1H-imidazol-4-yl)methylamino]benzoic acid
Lu,4-phosphonato-4′-biphenylcarboxylic acid
Lu,4-pyr-poly-2-ene
Lu,4-pyridylacetic acid hydrochloride
Lu,"5,5,7,12,12,14-hexamethyl-1,4,8,11-tetraazacyclotetradecane"
Lu,"5,5′-(1,2-phenylenebis(methoxy))diisophthalic acid"
Lu,"5,5′-(2,3,6,7-tetramethoxyanthracene-9,10-diyl)diisophthalic acid"
Lu,"5,5′-(p-xylylenediamino)-1,1′,3,3′-(benzenetetracarboxylic acid)"
Lu,5-(1H-tetrazol-5-yl)isophthalic acid
Lu,"5-(3,5-dicarboxybenzyloxy)-3-pyridine carboxylic acid"
Lu,5-(6-Carboxypyridin-3-yl)isophthalic acid
Lu,5-(pyridine-3-yl)pyrazole-3-carboxylic acid
Lu,"5-[(3,5-Dicarboxybenzyl)oxy]isophthalic acid"
Lu,"5-[2-{2,4,6-trioxotetrahydropyrimidin-5(2H)-ylidene}hydrazinyl]isophthalic acid"
Lu,5-bromonicotinic acid
Lu,5-hydroxy-isophthalic acid
Lu,5-methylbenzimidazole
Lu,5-methyltetrazole
Lu,5-sulfoisophthalic acid sodium salt
Lu,"6,6'-dithiodinicotinic acid"
Lu,"6,6′-dinitrobiphenyl-2,2′,4,4′-tetracarboxylic acid"
Lu,6-(4-carboxyphenyl)nicotinic acid
Lu,"9,10-bis(N-benzimidazolyl)-anthracene"
Lu,"Benzene-1,3,5-tris(4-benzoic acid)"
Lu,"Biphenyl-3,4',5-tricarboxylic acid"
Lu,Co(H2DCPP)Cl
Lu,DL-camphoric acid
Lu,K(H2dF-BTC)
Lu,L-tyrosine
Lu,"N,N-di-(phenyl-2-hydroxy-4-carboxylate)-naphthalene-1,4,5,8-tetracarboxylic acid diimide"
Lu,"N,N′-bis(5-isophthalic acid)naphthalenediimide"
Lu,"[1,1’:3’,1’’-terphenyl]-3,3’’,5,5’’-tetracarboxylic acid"
Lu,"[1,1′;4′,1″]terphenyl-3,5,2′,5′,3″,5″-hexacarboxylic acid"
Lu,amino-terephthalic acid
Lu,"benzene-1,3,5-tri-β-acrylic acid"
Lu,"benzene-1,3,5-triphosphonic acid"
Lu,"benzene-2,5-dihydroxy-1,4-dicarboxylic acid"
Lu,"benzophenone-2,4′-dicarboxylic acid"
Lu,"benzophenone-4,4'-dicarboxylic acid"
Lu,biphenyldicarboxylic acid
Lu,bis(4-(pyridine-4-yl)phenyl)amine
Lu,bis(4-imidazolphenoxy)methane
Lu,bis(4-pyridyl)amine
Lu,"cis,cis-1,3,5-cyclohexanetricarboxylate"
Lu,"cyclohex-1-ene-1,2-dicarboxylic acid"
Lu,disodium 2-hydroxyterephthalate monohydrate
Lu,disodium succinate
Lu,fluconazole
Lu,"hexakis(1,2,4-triazol-ylmethyl)benzene"
Lu,hexakis(4-carboxyphenoxy)cyclotriphosphazene
Lu,homophthalic acid
Lu,homoterephthalic acid
Lu,iminodiacetic acid
Lu,maleic acid
Lu,meso-tartaric acid hydrate
Lu,methylmalonic acid
Lu,"naphthalene-2,3-dicarboxylic acid"
Lu,nitro terephthalic acid
Lu,o-xylenediphosphonic acid
Lu,p-xylenediphosphonic acid
Lu,polyethylene terephthalate
Lu,polyethylene terephthalate (PET) waste
Lu,"pyrazole-3,5-dicarboxylic acid monohydrate"
Lu,pyrimidin-2-ol
Lu,"tetrahydrofuran-2,3,4,5-tetracarboxylic acid"
Lu,tetrakis(3-carboxyphenyl)silicon
Lu,tetrakis(4-carboxyphenyl)silane
Lu,tetrathiafulvalene tetrabenzoic acid
Lu,tetrazole
Lu,triethanolamine
Lu,triethylenediamine
Lu,tris(4′-carboxybiphenyl)amine
Lu,tris(p-carboxyphenyl)methane
Lu,trisodium 5-sulfoisophthalate
Lu,"(1,1'-biphenyl)-2,4,6-tricarboxylic acid"
Lu,"(2S,3S,4R,5R)-tetrahydrofurantetracarboxylic acid"
Lu,"(3,5-dicarboxyl-phenyl)-(4-(2’-carboxyl-phenyl)-benzyl)ether"
Lu,"(3,5-dicarboxyl-phenyl)-(4-(2′-carboxyl-phenyl)-benzyl) ether"
Lu,(E)-5-(2-carboxyvinyl)thiophene-3-carboxylic acid
Lu,"(R,R)-2,2′-((5-(methoxycarbonyl)-1,3-phenylene)bis(oxy))dipropanoic acid"
Lu,(S)-5-(((1-carboxyethyl)amino)methyl)isophthalic acid
Lu,"(S,S)-2,2′-((5-(methoxycarbonyl)-1,3-phenylene)bis(oxy))dipropanoic acid"
Lu,"1,1-(1,4-butanediyl)bis-1H-benzimidazole"
Lu,"1,1’-biscarboxymethyl-4,4’-bipyridium"
Lu,"1,1′-biphenyl-2,2′-dicarboxylate acid"
Lu,"1,1′-ferrocenedicarboxylic acid"
Lu,"1,1′:4′,1″:4″,1‴-quaterphenyl-2,4,2‴,4‴-tetracarboxylic acid"
Lu,"1,2,3,4,5,6-hexakis[4,4″-dicarboxy-(1,1′:3′,1″-terphenyl)]benzene"
Lu,"1,2,3,4,5-benzenepentacarboxylic acid"
Lu,"1,2,3,4-tetra-(4-pyridyl)-butane"
Lu,"1,2,4,5-tetrakis[(4-carboxy)phenoxymethyl]benzene"
Lu,"1,2-bis(1,2,4-triazol-1-yl)ethane"
Lu,"1,2-bis(1,2,4-triazole-1-yl)ethane"
Lu,"1,2-bis(imidazol-10-yl)ethane"
Lu,"1,2-bis(pyridin-3-yloxy)ethane"
Lu,"1,2-bis[4-(4H-1,2,4-triazol-4-yl)phenoxy]ethane"
Lu,"1,2-bis[4-amino-5-carboxylmethylthio-(1,2,4-triazol-3-yl)]ethane"
Lu,"1,2-di(pyridin-4-yl)ethene"
Lu,"1,2-ethylenediphosphonic acid"
Lu,"1,3,5,7-tetrakis(tetrazol-5-yl)adamantane trihydrate"
Lu,"1,3,5-tricarboxybenzene"
Lu,"1,3,5-trimethylimidazole-2,4,6-triethylbenzene"
Lu,"1,3,5-tris(1-imidazol-1-ylmethyl)-2,4,6-trimethylbenzene"
Lu,"1,3-bis((S)-1-carboxyethyl)-1H-imidazol-3-ium chloride"
Lu,"1,3-bis(3,5-dicarboxyphenyl) imidazolium chloride"
Lu,"1,3-bis(3′-carboxypyridine)adamantane"
Lu,"1,3-bis(4-pyridyl-3-cyano)propane"
Lu,"1,3-bis(carboxymethyl)imidazolium chloride"
Lu,"1,3-di(2',4'-dicarboxylphenyl)benzene"
Lu,"1,3-di(2′,4′-dicarboxyphenyl)benzene"
Lu,"1,3-di-(1,2,4-triazole-4-yl)benzene"
Lu,"1,3-di-4-pyridylpropane"
Lu,"1,4-bis(1-imidazolium)benzene"
Lu,"1,4-bis(1-imidazolyl)-benzene"
Lu,"1,4-bis(1H-imidazol-4-yl)benzene"
Lu,"1,4-bis(3-pyridylaminomethyl)benzene"
Lu,"1,4-bis(4-(imidazole-1-yl)benzyl)piperazine"
Lu,"1,4-bis(4-pyridyl)benzene"
Lu,"1,4-bis(imidazol-1’-yl)butane"
Lu,"1,4-bis-(1,2,4-triazol-1-ylmethyl)benzene"
Lu,"1,4-bis[(2-(4-(1H-imidazol-1-yl)-phenyl)-1H-imidazol-1-yl)-methyl]benzene"
Lu,"1,4-di(4H-1,2,4-triazol-4-yl)benzene"
Lu,"1,4-di(pyridin-4-yl)benzene"
Lu,"1,4-di-(1,2,4-triazole-4-yl)benzene"
Lu,"1,4-phenylenebis(methylidyne)tetrakis(phosphonic acid)"
Lu,"1,5-bi(imidazolyl)anthracene"
Lu,"1,5-bis(5-tetrazolo)-3-oxapentane"
Lu,"1,5-naphthalenedisulfonic acid tetrahydrate"
